# EXTRACTION TIME: 0.062
* 0 1152
* 0.016 1022
* 0.109 1020
* 0.125 974
* 0.14 970
* 0.156 967
* 0.172 960
* 0.187 957
* 0.218 949
* 1.638 947
* 2.106 944
* 2.137 943
* 17.177 941
* 18.175 940
* 18.222 939
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 939
# NUMBER OF BRANCHES: 484644
# END TIME: 23.962
## Solution: 
20
0 0
5 261
12 291
14 315
3 362
18 378
1 410
11 431
2 481
4 537
13 562
17 592
15 622
19 656
10 692
9 705
6 733
16 757
8 789
7 826
20 835
# BEST TD SOLUTION: 939
