# EXTRACTION TIME: 0.371
* 0.002 1534
* 0.004 1476
* 0.006 1401
* 0.028 1400
* 0.031 1365
* 0.077 1362
* 0.097 1334
* 0.13 1320
* 0.133 1316
* 0.14 1311
* 0.146 1310
* 0.177 1307
* 0.18 1298
* 0.267 1293
* 0.313 1286
* 0.317 1282
* 0.333 1281
* 0.368 1280
* 0.421 1272
* 0.555 1267
* 1.45 1258
* 1.472 1250
* 1.603 1246
* 6.523 1239
* 7.665 1229
* 7.682 1226
* 9.465 1223
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1223
# NUMBER OF BRANCHES: 448065
# END TIME: 30.381
## Solution: 
40
0 0
35 224
21 257
19 272
13 290
24 316
36 358
23 379
9 395
40 409
25 432
1 479
11 516
4 537
32 559
34 584
7 614
12 635
18 669
3 710
20 739
27 761
29 772
17 793
5 823
6 833
16 852
8 880
26 930
39 947
33 968
31 981
10 992
2 1008
38 1018
14 1043
22 1059
30 1097
15 1121
37 1131
28 1142
# BEST TD SOLUTION: 1223
