# EXTRACTION TIME: 0.377
* 0.002 1610
* 0.004 1583
* 0.009 1582
* 0.019 1529
* 0.024 1503
* 0.029 1499
* 0.067 1496
* 0.09 1481
* 0.097 1479
* 0.118 1477
* 0.179 1475
* 0.204 1469
* 0.219 1468
* 0.236 1467
* 0.306 1460
* 0.315 1459
* 0.321 1444
* 0.376 1441
* 0.4 1436
* 0.413 1431
* 0.42 1428
* 0.555 1422
* 1.467 1416
* 1.65 1415
* 1.725 1413
* 1.731 1412
* 1.958 1408
* 2.163 1405
* 2.221 1400
* 2.308 1397
* 2.327 1396
* 2.444 1389
* 2.478 1388
* 2.491 1384
* 2.515 1372
* 2.518 1367
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1367
# NUMBER OF BRANCHES: 457106
# END TIME: 30.387
## Solution: 
40
0 0
9 213
16 249
26 282
21 349
37 364
12 376
3 387
31 399
30 423
10 455
40 480
27 503
1 525
8 548
22 590
36 613
24 633
15 659
25 679
2 700
13 710
29 753
6 854
4 863
33 884
19 905
28 949
23 966
7 980
14 1005
34 1041
18 1078
32 1104
39 1128
20 1155
17 1184
5 1209
11 1242
38 1269
35 1277
# BEST TD SOLUTION: 1367
