# EXTRACTION TIME: 0.227
* 0.004 975
* 0.016 927
* 0.16 899
* 0.212 897
* 0.771 892
* 0.888 891
* 0.962 889
* 1.005 888
* 4.44 886
* 9.812 885
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 885
# NUMBER OF BRANCHES: 735517
# END TIME: 30.233
## Solution: 
35
0 0
33 24
12 44
6 72
15 92
27 113
20 142
23 163
26 182
21 193
32 218
4 238
30 261
17 283
22 305
5 326
13 360
29 397
18 419
35 448
1 471
24 493
10 518
9 527
19 543
16 564
14 590
28 616
7 646
25 677
11 708
34 733
3 768
31 831
8 844
2 863
# BEST TD SOLUTION: 885
