# EXTRACTION TIME: 0.503
* 0.003 1599
* 0.005 1583
* 0.011 1575
* 0.012 1554
* 0.016 1458
* 0.02 1432
* 0.032 1430
* 0.045 1377
* 0.056 1370
* 0.12 1363
* 0.134 1348
* 0.275 1340
* 0.364 1337
* 0.554 1327
* 0.572 1326
* 1.48 1320
* 1.483 1310
* 1.563 1304
* 1.567 1299
* 1.614 1298
* 14.504 1294
* 14.781 1293
* 15.148 1292
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1292
# NUMBER OF BRANCHES: 455405
# END TIME: 30.51
## Solution: 
40
0 0
25 197
8 245
36 256
30 276
38 303
13 321
22 353
23 364
3 391
40 432
26 454
17 473
9 507
37 539
14 560
21 580
20 603
29 626
34 655
6 687
28 711
24 737
16 762
18 771
15 787
4 806
5 828
11 876
35 898
32 968
1 996
33 1047
39 1069
10 1088
2 1116
27 1137
31 1155
19 1174
12 1204
7 1212
# BEST TD SOLUTION: 1292
