# EXTRACTION TIME: 0.416
* 0.003 1375
* 0.006 1373
* 0.008 1368
* 0.028 1354
* 0.044 1291
* 0.19 1290
* 0.218 1284
* 0.302 1283
* 5.783 1280
* 5.806 1279
* 12.508 1275
* 13.41 1261
* 21.222 1259
* 22.209 1257
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1257
# NUMBER OF BRANCHES: 500197
# END TIME: 30.423
## Solution: 
40
0 0
35 252
24 262
29 284
3 306
32 337
16 358
31 389
28 409
8 433
21 454
19 474
36 498
11 521
6 544
1 567
12 588
5 621
4 650
15 675
27 697
2 706
38 719
17 741
25 751
10 774
33 788
40 813
23 833
14 842
39 885
26 905
22 927
13 960
7 1008
34 1040
18 1073
9 1112
37 1135
20 1151
30 1166
# BEST TD SOLUTION: 1257
