# EXTRACTION TIME: 0.113
* 0.002 1187
* 0.003 1170
* 0.015 1160
* 0.02 1157
* 0.03 1155
* 0.085 1151
* 0.087 1148
* 0.133 1141
* 0.137 1132
* 0.146 1124
* 0.237 1123
* 0.256 1121
* 2.026 1118
* 2.06 1114
* 2.063 1106
* 2.065 1091
* 2.13 1090
* 2.32 1083
* 2.471 1082
* 2.788 1081
* 2.793 1070
* 2.811 1066
* 3.203 1062
* 4.922 1061
* 5.361 1058
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1058
# NUMBER OF BRANCHES: 109827549
# END TIME: 3600.12
## Solution: 
25
0 0
11 292
20 325
1 346
18 382
15 430
2 450
24 483
9 511
6 541
21 572
10 594
8 618
19 653
14 674
3 692
5 729
16 766
13 785
7 810
23 843
25 863
12 883
4 912
22 938
17 992
# BEST TD SOLUTION: 1058
