# EXTRACTION TIME: 0.44
* 0.004 1683
* 0.007 1682
* 0.022 1575
* 0.067 1570
* 0.074 1566
* 0.132 1564
* 0.299 1529
* 0.309 1505
* 0.318 1500
* 0.385 1466
* 0.403 1444
* 0.466 1439
* 0.524 1437
* 0.64 1434
* 0.642 1432
* 0.648 1429
* 0.705 1424
* 0.72 1423
* 0.764 1421
* 1.742 1418
* 1.774 1416
* 6.397 1415
* 6.399 1412
* 6.496 1411
* 7.189 1409
* 7.222 1400
* 7.232 1390
* 7.384 1389
* 7.395 1386
* 8.304 1385
* 8.352 1384
* 8.401 1383
* 9.141 1379
* 9.546 1369
* 9.659 1362
* 9.892 1344
* 13.366 1340
* 13.452 1336
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1336
# NUMBER OF BRANCHES: 482535
# END TIME: 30.452
## Solution: 
40
0 0
22 214
17 247
11 262
38 285
30 329
40 355
37 384
21 414
13 446
5 467
28 490
18 523
8 566
33 591
4 619
14 651
3 685
15 718
1 735
26 758
9 780
34 812
10 852
19 886
32 903
36 945
7 972
23 993
20 1020
27 1038
31 1070
25 1093
2 1103
12 1127
16 1137
24 1146
39 1162
29 1192
6 1244
35 1256
# BEST TD SOLUTION: 1336
