# EXTRACTION TIME: 0.063
* 0 1097
* 0 982
* 0.093 978
* 0.093 974
* 0.109 963
* 0.124 953
* 0.124 943
* 0.124 942
* 0.124 920
* 0.156 917
* 1.778 907
* 15.958 904
* 16.972 902
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 902
# NUMBER OF BRANCHES: 419758
# END TIME: 21.871
## Solution: 
20
0 0
5 267
12 298
14 322
3 370
9 429
17 445
15 485
19 518
10 547
4 577
13 597
2 609
16 643
6 663
18 692
1 716
11 732
8 759
7 789
20 798
# BEST TD SOLUTION: 902
