# EXTRACTION TIME: 0.06
* 0.001 1316
* 0.002 1309
* 0.005 1239
* 0.027 1226
* 0.075 1174
* 0.171 1172
* 0.173 1137
* 0.378 1122
* 0.383 1118
* 0.384 1087
* 0.391 1084
* 0.412 1083
* 0.423 1075
* 14.133 1073
* 14.43 1072
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 1072
# NUMBER OF BRANCHES: 1534323
# END TIME: 62.929
## Solution: 
20
0 0
8 230
6 267
4 306
19 333
2 392
13 436
7 470
12 498
17 522
15 561
9 589
1 644
11 695
20 770
3 823
14 858
18 879
16 907
10 963
5 1002
# BEST TD SOLUTION: 1072
