# EXTRACTION TIME: 0.047
* 0.016 970
* 0.016 957
* 0.016 933
* 0.016 919
* 0.031 916
* 0.172 914
* 3.245 911
* 3.245 909
* 3.245 908
* 3.245 903
* 3.853 899
* 3.853 898
* 3.869 897
* 4.259 896
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 896
# NUMBER OF BRANCHES: 201444
# END TIME: 13.276
## Solution: 
20
0 0
5 294
16 328
8 355
19 390
10 414
2 451
4 493
3 517
20 540
7 568
1 585
15 602
6 637
18 659
9 676
11 694
14 710
17 727
12 744
13 785
# BEST TD SOLUTION: 896
