# EXTRACTION TIME: 0.095
* 0.002 1038
* 0.004 1033
* 0.013 1012
* 0.061 1005
* 0.27 973
* 0.273 966
* 0.277 959
* 0.298 957
* 4.706 950
* 4.733 942
* 6.132 941
* 9.555 940
* 18.767 937
* 18.818 934
* 18.969 929
* 18.984 926
* 21.419 925
* 22.601 921
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 921
# NUMBER OF BRANCHES: 756374
# END TIME: 30.098
## Solution: 
25
0 0
16 251
3 311
7 334
8 358
2 383
4 406
1 429
24 454
12 475
25 495
11 517
19 543
22 565
10 593
18 630
13 659
6 675
23 691
5 714
14 731
17 748
9 766
20 785
15 801
21 832
# BEST TD SOLUTION: 921
