# EXTRACTION TIME: 0.112
* 0.002 1352
* 0.012 1220
* 0.018 1206
* 0.058 1195
* 0.119 1189
* 0.12 1185
* 0.121 1173
* 0.177 1171
* 0.185 1168
* 0.198 1148
* 0.21 1145
* 0.218 1131
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 1131
# NUMBER OF BRANCHES: 365125
# END TIME: 25.564
## Solution: 
25
0 0
1 187
3 215
18 281
8 323
5 392
22 428
14 450
11 481
2 516
16 566
21 603
6 637
13 668
10 708
23 717
15 729
17 755
25 799
19 884
7 897
4 929
24 960
20 986
12 1007
9 1056
# BEST TD SOLUTION: 1131
