# EXTRACTION TIME: 0.23
* 0.003 912
* 0.004 911
* 0.005 909
* 0.006 902
* 0.011 876
* 0.048 868
* 0.093 866
* 0.106 864
* 0.116 863
* 0.123 858
* 0.167 851
* 0.214 848
* 0.261 840
* 0.313 839
* 0.314 836
* 0.327 834
* 0.418 833
* 0.527 832
* 3.1 831
* 3.197 830
* 4.207 828
* 6.413 826
* 6.506 824
* 6.719 823
* 7.629 820
* 30.034 818
* 30.263 815
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 815
# NUMBER OF BRANCHES: 83750955
# END TIME: 3600.24
## Solution: 
35
0 0
34 23
29 52
18 80
5 102
28 124
6 156
24 189
35 219
22 247
31 272
23 294
13 314
8 334
33 359
10 390
12 416
4 447
21 470
1 490
9 514
3 539
16 559
7 583
27 608
32 629
25 651
17 679
15 690
14 721
30 740
26 754
19 766
2 779
20 790
11 803
# BEST TD SOLUTION: 815
