# EXTRACTION TIME: 0.117
* 0.002 1381
* 0.007 1375
* 0.017 1272
* 0.138 1267
* 0.156 1254
* 0.219 1247
* 0.221 1245
* 0.234 1243
* 0.258 1235
* 0.27 1234
* 0.293 1233
* 0.309 1215
* 0.36 1210
* 0.408 1208
* 8.368 1206
* 8.85 1204
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 1204
# NUMBER OF BRANCHES: 348861
# END TIME: 25.389
## Solution: 
25
0 0
24 264
23 309
13 380
22 472
17 486
9 519
18 613
16 632
20 663
6 699
21 716
10 741
8 780
12 823
3 868
2 908
4 951
1 993
25 1019
5 1041
11 1058
19 1076
15 1096
7 1114
14 1122
# BEST TD SOLUTION: 1204
