# EXTRACTION TIME: 0.352
* 0.002 1530
* 0.004 1511
* 0.008 1509
* 0.012 1498
* 0.015 1449
* 0.019 1389
* 0.025 1379
* 0.049 1378
* 0.083 1369
* 0.09 1358
* 0.152 1343
* 0.155 1324
* 0.229 1323
* 0.327 1321
* 0.33 1320
* 1.097 1317
* 1.174 1316
* 1.192 1312
* 1.232 1302
* 1.299 1301
* 1.316 1291
* 5.361 1289
* 7.756 1281
* 8.703 1273
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1273
# NUMBER OF BRANCHES: 532859
# END TIME: 30.359
## Solution: 
40
0 0
31 254
15 268
2 301
17 326
7 358
3 394
40 426
4 450
1 471
37 497
14 533
33 555
13 589
27 615
32 638
24 678
5 705
18 721
36 739
28 765
20 784
39 833
6 852
30 867
22 889
11 910
29 931
34 954
10 970
16 985
9 1001
12 1021
19 1038
21 1056
26 1068
25 1092
8 1122
38 1146
35 1160
23 1179
# BEST TD SOLUTION: 1273
