# EXTRACTION TIME: 0.097
* 0.002 1140
* 0.005 1139
* 0.012 1085
* 0.02 1028
* 0.029 1025
* 0.079 1022
* 0.113 1019
* 0.115 1018
* 0.143 1016
* 0.152 1001
* 0.153 997
* 0.402 995
* 0.41 988
* 0.418 986
* 0.427 984
* 0.43 981
* 0.433 976
* 0.435 975
* 0.444 974
* 0.454 959
* 0.467 957
* 0.476 937
* 12.785 934
* 13.701 931
* 13.703 919
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 919
# NUMBER OF BRANCHES: 428969
# END TIME: 30.099
## Solution: 
25
0 0
2 211
19 239
24 253
15 287
16 356
13 370
14 395
25 421
11 443
20 473
8 511
5 530
22 563
3 581
9 604
17 625
4 651
21 668
12 692
23 710
10 732
6 752
1 775
18 794
7 828
# BEST TD SOLUTION: 919
