# EXTRACTION TIME: 0.342
* 0.005 1388
* 0.015 1381
* 0.019 1373
* 0.022 1371
* 0.025 1369
* 0.034 1357
* 0.046 1352
* 0.056 1350
* 0.097 1348
* 0.167 1347
* 0.194 1343
* 0.198 1333
* 1.068 1325
* 1.269 1324
* 5.543 1323
* 6.928 1318
* 7.068 1314
* 7.154 1313
* 9.376 1311
* 14.532 1304
* 14.732 1299
* 14.931 1298
* 15.903 1294
* 15.972 1293
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1293
# NUMBER OF BRANCHES: 75304406
# END TIME: 3600.35
## Solution: 
40
0 0
40 259
12 285
23 306
10 331
25 352
19 382
2 406
21 431
30 458
5 483
8 505
34 531
11 556
28 581
32 602
17 622
9 644
36 671
37 690
22 714
13 742
14 770
27 792
33 811
18 835
39 855
20 888
31 911
16 930
29 950
6 976
38 1000
24 1023
1 1047
7 1074
35 1102
15 1125
26 1145
3 1187
4 1196
# BEST TD SOLUTION: 1293
