# EXTRACTION TIME: 0.233
* 0.004 921
* 0.006 916
* 0.012 891
* 0.024 881
* 0.177 874
* 0.185 872
* 0.242 864
* 0.245 857
* 0.844 856
* 4.06 854
* 5.848 852
* 23.268 851
* 23.276 849
* 23.278 846
* 23.31 839
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 839
# NUMBER OF BRANCHES: 742262
# END TIME: 30.238
## Solution: 
35
0 0
22 22
25 45
16 69
5 90
17 109
13 133
20 155
32 196
28 223
1 250
11 271
24 294
23 314
35 329
26 367
34 422
3 436
2 474
21 492
7 515
15 531
6 552
30 567
12 586
29 614
27 638
9 655
4 674
18 692
19 712
10 736
14 759
33 782
31 794
8 824
# BEST TD SOLUTION: 839
