# EXTRACTION TIME: 0.144
* 0.002 1365
* 0.003 1345
* 0.01 1272
* 0.132 1262
* 0.14 1258
* 0.197 1255
* 0.242 1253
* 2.593 1251
* 3.316 1250
* 3.334 1245
* 3.344 1241
* 3.357 1240
* 3.365 1238
* 3.367 1234
* 3.39 1229
* 3.411 1228
* 3.444 1209
* 3.571 1202
* 4.294 1198
* 4.345 1196
* 5.386 1195
* 5.437 1192
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 1192
# NUMBER OF BRANCHES: 9958511
# END TIME: 732.192
## Solution: 
25
0 0
14 329
5 363
4 406
12 425
2 480
8 525
19 572
13 603
21 635
15 659
7 708
17 759
18 835
23 856
3 885
9 910
24 934
20 952
1 974
6 998
22 1018
25 1064
10 1089
16 1106
11 1126
# BEST TD SOLUTION: 1192
