# EXTRACTION TIME: 0.258
* 0.004 969
* 0.006 947
* 0.01 946
* 0.019 932
* 0.045 912
* 0.162 888
* 0.221 886
* 0.246 882
* 0.302 880
* 0.404 879
* 3.033 865
* 3.045 862
* 3.146 861
* 3.209 857
* 5.323 853
* 5.37 848
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 848
# NUMBER OF BRANCHES: 655496
# END TIME: 30.264
## Solution: 
35
0 0
35 20
26 40
15 62
21 95
22 122
4 145
2 166
32 187
29 211
12 231
5 257
24 285
20 322
25 350
14 377
30 413
34 436
3 453
28 474
16 494
9 519
1 540
31 566
7 589
27 622
19 643
10 672
18 708
33 717
6 736
11 752
23 765
13 790
17 808
8 827
# BEST TD SOLUTION: 848
