# EXTRACTION TIME: 0.078
* 0 1270
* 0 1132
* 0.046 1117
* 0.046 1086
* 0.062 1071
* 0.062 1064
* 0.265 1061
* 0.265 1054
* 0.265 1051
* 0.312 1038
* 0.312 1036
* 0.327 1032
* 0.343 1029
* 2.839 1028
* 2.948 1027
* 6.022 1025
* 8.003 1023
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 1023
# NUMBER OF BRANCHES: 203953
# END TIME: 10.282
## Solution: 
20
0 0
11 240
8 294
13 319
2 329
5 340
7 362
19 414
3 448
17 475
6 527
16 570
10 607
15 638
14 679
20 790
12 806
4 832
18 887
9 924
1 943
# BEST TD SOLUTION: 1023
