# EXTRACTION TIME: 0.111
* 0.003 988
* 0.028 979
* 0.246 978
* 0.252 975
* 0.271 974
* 0.311 973
* 0.336 972
* 0.95 966
* 0.955 965
* 0.967 961
* 0.969 958
* 7.334 956
* 7.738 955
* 8.357 954
* 8.472 952
* 10.945 951
* 10.983 948
* 27.73 947
* 28.182 944
* 28.192 939
* 29.646 937
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 937
# NUMBER OF BRANCHES: 634376
# END TIME: 30.112
## Solution: 
25
0 0
8 256
13 296
3 325
21 352
9 372
10 395
5 426
15 451
24 475
6 498
23 520
25 535
1 574
11 588
19 612
7 642
12 658
20 674
17 694
16 714
22 733
4 748
14 763
2 784
18 820
# BEST TD SOLUTION: 937
