# EXTRACTION TIME: 0.046
* 0 941
* 0.016 920
* 0.016 914
* 0.016 912
* 0.094 906
* 0.11 905
* 0.11 891
* 0.312 890
* 0.328 886
* 0.328 884
* 0.328 882
* 0.344 878
* 0.359 861
* 1.592 857
* 1.919 855
* 8.159 854
* 8.69 852
* 23.837 851
* 25.007 849
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 849
# NUMBER OF BRANCHES: 1554184
# END TIME: 68.546
## Solution: 
20
0 0
8 288
4 308
16 336
2 365
7 386
19 410
12 434
9 451
3 471
13 490
6 508
5 523
11 551
10 568
14 585
18 621
1 640
15 655
17 673
20 712
# BEST TD SOLUTION: 849
