# EXTRACTION TIME: 0.409
* 0.003 1292
* 0.008 1271
* 0.025 1265
* 0.169 1257
* 0.171 1251
* 0.175 1249
* 0.202 1248
* 0.207 1245
* 0.227 1244
* 0.241 1241
* 1.078 1240
* 1.094 1237
* 1.16 1235
* 1.378 1233
* 1.381 1227
* 1.452 1225
* 1.556 1224
* 1.634 1219
* 1.636 1218
* 6.241 1215
* 6.249 1213
* 6.603 1211
* 6.749 1210
* 6.822 1204
* 7.319 1203
* 8.393 1201
* 9.668 1199
* 10.792 1198
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1198
# NUMBER OF BRANCHES: 459522
# END TIME: 30.416
## Solution: 
40
0 0
21 242
39 295
27 310
16 320
19 341
7 361
33 392
31 422
35 445
30 477
11 502
24 527
20 560
1 589
12 621
25 652
5 669
28 688
3 706
32 725
9 741
37 756
26 769
38 784
14 804
18 820
36 853
34 874
13 893
22 909
4 926
2 946
40 962
10 984
8 1018
6 1035
23 1070
29 1092
15 1104
17 1114
# BEST TD SOLUTION: 1198
