# EXTRACTION TIME: 0.445
* 0.003 1298
* 0.021 1297
* 0.031 1294
* 0.041 1289
* 0.061 1273
* 0.07 1262
* 0.136 1259
* 0.16 1258
* 0.212 1255
* 0.238 1252
* 0.247 1248
* 0.281 1247
* 0.322 1245
* 0.332 1234
* 0.35 1233
* 0.451 1231
* 0.529 1228
* 0.596 1227
* 6.873 1226
* 6.893 1221
* 6.938 1219
* 7.801 1218
* 7.822 1217
* 8.733 1213
* 8.767 1208
* 8.852 1207
* 8.977 1204
* 9.943 1200
* 12.813 1199
* 12.869 1197
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1197
# NUMBER OF BRANCHES: 446586
# END TIME: 30.452
## Solution: 
40
0 0
22 258
13 283
12 303
9 324
2 358
30 387
37 408
7 428
39 447
16 469
14 494
19 520
27 546
4 572
18 593
26 610
31 618
10 630
6 640
1 658
24 677
35 690
8 717
29 748
40 786
17 803
5 821
28 850
3 869
23 895
15 914
36 932
25 950
33 982
32 1003
20 1028
38 1051
34 1068
11 1078
21 1101
# BEST TD SOLUTION: 1197
