# EXTRACTION TIME: 0.582
* 0.005 1665
* 0.023 1663
* 0.032 1661
* 0.074 1659
* 0.122 1630
* 0.14 1627
* 0.302 1576
* 0.321 1564
* 0.324 1552
* 0.351 1543
* 0.425 1531
* 0.43 1528
* 0.464 1527
* 0.491 1518
* 0.533 1512
* 0.686 1511
* 0.746 1510
* 0.888 1507
* 1.881 1504
* 1.936 1503
* 2.151 1500
* 2.164 1488
* 2.256 1487
* 10.905 1486
* 11.095 1485
* 11.474 1484
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1484
# NUMBER OF BRANCHES: 498033
# END TIME: 30.595
## Solution: 
40
0 0
27 218
34 246
25 288
36 325
8 361
40 383
2 404
23 427
5 452
30 493
26 515
32 538
3 567
15 590
38 619
12 652
13 665
19 685
35 721
1 791
20 813
24 849
18 871
37 910
7 1003
9 1023
14 1045
22 1067
39 1081
6 1109
33 1156
31 1223
17 1251
4 1279
29 1296
11 1336
10 1347
21 1357
16 1376
28 1395
# BEST TD SOLUTION: 1484
