# EXTRACTION TIME: 0.187
* 0.002 1500
* 0.014 1496
* 0.021 1495
* 0.117 1492
* 0.119 1487
* 0.134 1435
* 0.143 1377
* 0.147 1336
* 0.24 1314
* 0.251 1313
* 0.254 1308
* 0.263 1307
* 0.288 1305
* 0.311 1303
* 0.345 1302
* 0.354 1300
* 0.381 1299
* 0.433 1298
* 0.456 1297
* 0.504 1293
* 0.513 1291
* 0.532 1283
* 0.538 1281
* 0.55 1260
* 0.578 1256
* 0.661 1248
* 1.19 1246
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1246
# NUMBER OF BRANCHES: 688621
# END TIME: 30.192
## Solution: 
30
0 0
28 235
3 248
22 273
16 334
27 370
30 399
29 434
24 460
9 493
23 519
17 547
25 569
5 600
20 631
2 664
26 681
8 728
14 772
21 792
13 844
4 900
18 932
12 953
15 984
19 1026
7 1052
11 1105
1 1123
10 1147
6 1157
# BEST TD SOLUTION: 1246
