# EXTRACTION TIME: 0.062
* 0 1109
* 0.016 997
* 0.156 992
* 0.172 958
* 1.763 951
* 1.763 948
* 1.95 945
* 2.044 943
* 2.044 938
* 2.621 936
* 2.621 927
* 2.621 923
* 2.636 922
* 7.332 918
* 7.332 914
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 914
# NUMBER OF BRANCHES: 361623
# END TIME: 17.986
## Solution: 
20
0 0
5 275
12 306
14 331
3 380
9 439
17 455
15 495
19 526
10 556
4 586
13 607
2 619
16 654
6 674
18 703
1 727
11 743
8 771
7 801
20 810
# BEST TD SOLUTION: 914
