# EXTRACTION TIME: 0.453
* 0.004 1427
* 0.007 1409
* 0.013 1404
* 0.028 1396
* 0.04 1393
* 0.051 1391
* 0.055 1387
* 0.077 1381
* 0.094 1376
* 0.097 1365
* 0.183 1364
* 0.186 1360
* 0.196 1358
* 0.205 1354
* 0.228 1349
* 0.279 1344
* 0.303 1341
* 0.435 1338
* 0.456 1337
* 0.486 1336
* 1.498 1329
* 1.553 1321
* 1.618 1320
* 1.631 1307
* 8.631 1300
* 8.72 1295
* 16.394 1294
* 20.185 1292
* 20.198 1290
* 20.44 1289
* 21.628 1286
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1286
# NUMBER OF BRANCHES: 463318
# END TIME: 30.461
## Solution: 
40
0 0
30 251
18 270
22 304
24 332
32 363
16 384
26 409
11 430
36 453
8 473
21 494
19 514
1 539
12 560
31 585
28 605
5 634
4 667
15 695
17 723
25 733
10 759
33 773
40 798
27 811
2 820
38 833
14 866
23 892
39 918
6 943
7 987
34 1024
20 1068
9 1089
37 1115
13 1129
29 1162
3 1185
35 1205
# BEST TD SOLUTION: 1286
