# EXTRACTION TIME: 0.242
* 0.004 1109
* 0.006 1054
* 0.01 1049
* 0.012 1044
* 0.015 1009
* 0.246 1002
* 0.298 1001
* 0.309 995
* 0.321 990
* 0.329 987
* 0.338 983
* 0.353 972
* 0.378 964
* 0.41 959
* 3.53 955
* 4.057 953
* 5.468 951
* 5.621 950
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 950
# NUMBER OF BRANCHES: 111798479
# END TIME: 3600.25
## Solution: 
35
0 0
3 31
27 59
31 85
26 108
35 121
4 133
12 157
17 181
23 222
24 255
15 293
6 323
20 345
21 381
10 406
32 437
19 461
8 478
9 502
14 513
11 524
29 532
34 570
30 652
28 686
2 708
25 717
13 738
33 776
7 796
16 825
22 853
18 869
5 895
1 919
# BEST TD SOLUTION: 950
